Широта;Долгота;Склонение
S53;W144;31,3
S52;W144;30,3
S51;W144;29,3
S50;W144;28,3
S49;W144;27,5
S48;W144;26,6
S47;W144;25,8
S46;W144;25,1
S45;W144;24,3
S44;W144;23,7
S43;W144;23
S42;W144;22,4
S41;W144;21,8
S40;W144;21,2
S39;W144;20,7
S38;W144;20,1
S37;W144;19,6
S36;W144;19,1
S35;W144;18,7
S34;W144;18,2
S33;W144;17,8
S32;W144;17,4
S31;W144;16,9
S30;W144;16,5
S29;W144;16,1
S28;W144;15,8
S27;W144;15,4
S26;W144;15
S25;W144;14,7
S24;W144;14,3
S23;W144;14
S22;W144;13,7
S21;W144;13,4
S20;W144;13
S19;W144;12,7
S18;W144;12,5
S17;W144;12,2
S16;W144;11,9
S15;W144;11,6
S14;W144;11,4
S13;W144;11,1
S12;W144;10,9
S11;W144;10,7
S10;W144;10,5
S09;W144;10,3
S08;W144;10,1
S07;W144;9,9
S06;W144;9,8
S05;W144;9,6
S04;W144;9,5
S03;W144;9,4
S02;W144;9,3
S01;W144;9,2
N00;W144;9,1
N01;W144;9
N02;W144;9
N03;W144;9
N04;W144;9
N05;W144;9
N06;W144;9
N07;W144;9,1
N08;W144;9,1
N09;W144;9,2
N10;W144;9,3
N11;W144;9,4
N12;W144;9,5
N13;W144;9,7
N14;W144;9,8
N15;W144;10
N16;W144;10,2
N17;W144;10,4
N18;W144;10,6
N19;W144;10,8
N20;W144;11
N21;W144;11,3
N22;W144;11,5
N23;W144;11,8
N24;W144;12,1
N25;W144;12,4
N26;W144;12,6
N27;W144;12,9
N28;W144;13,2
N29;W144;13,6
N30;W144;13,9
N31;W144;14,2
N32;W144;14,5
N33;W144;14,8
N34;W144;15,2
N35;W144;15,5
N36;W144;15,9
N37;W144;16,2
N38;W144;16,5
N39;W144;16,9
N40;W144;17,3
N41;W144;17,6
N42;W144;18
N43;W144;18,4
N44;W144;18,8
N45;W144;19,1
N46;W144;19,5
N47;W144;20
N48;W144;20,4
N49;W144;20,8
N50;W144;21,2
N51;W144;21,7
N52;W144;22,2
N53;W144;22,6
N54;W144;23,1
N55;W144;23,6
N56;W144;24,2
N57;W144;24,7
N58;W144;25,3
N59;W144;25,8
N60;W144;26,4
N61;W144;27
N62;W144;27,6
N63;W144;28,3
N64;W144;28,9
N65;W144;29,6
N66;W144;30,3
N67;W144;31
N68;W144;31,8
N69;W144;32,6
N70;W144;33,4
N71;W144;34,2
N72;W144;35,1
N73;W144;36,1
N74;W144;37,1
N75;W144;38,2
N76;W144;39,5
N77;W144;40,9
N78;W144;42,6
N79;W144;44,6
N80;W144;47,2
N81;W144;50,7
N82;W144;55,5
N83;W144;62,7
N84;W144;74,4
N85;W144;93,7
N86;W144;121,7
N87;W144;148,7
N88;W144;166,5
N89;W144;177
N90;W144;176,5
S90;W143;115,5
S89;W143;113,6
S88;W143;111,6
S87;W143;109,5
S86;W143;107,3
S85;W143;104,9
S84;W143;102,4
S83;W143;99,8
S82;W143;97,1
S81;W143;94,3
S80;W143;91,4
S79;W143;88,4
S78;W143;85,4
S77;W143;82,4
S76;W143;79,4
S75;W143;76,3
S74;W143;73,3
S73;W143;70,4
S72;W143;67,5
S71;W143;64,7
S70;W143;61,9
S69;W143;59,3
S68;W143;56,8
S67;W143;54,4
S66;W143;52,1
S65;W143;49,9
S64;W143;47,9
S63;W143;45,9
S62;W143;44
S61;W143;42,3
S60;W143;40,6
S59;W143;39,1
S58;W143;37,6
S57;W143;36,2
S56;W143;34,9
S55;W143;33,6
S54;W143;32,4
S53;W143;31,3
S52;W143;30,3
S51;W143;29,3
S50;W143;28,4
S49;W143;27,5
S48;W143;26,6
S47;W143;25,8
S46;W143;25,1
S45;W143;24,3
S44;W143;23,7
S43;W143;23
S42;W143;22,4
S41;W143;21,8
S40;W143;21,2
S39;W143;20,7
S38;W143;20,1
S37;W143;19,6
S36;W143;19,1
S35;W143;18,7
S34;W143;18,2
S33;W143;17,8
S32;W143;17,3
S31;W143;16,9
S30;W143;16,5
S29;W143;16,1
S28;W143;15,8
S27;W143;15,4
S26;W143;15
S25;W143;14,7
S24;W143;14,3
S23;W143;14
S22;W143;13,7
S21;W143;13,3
S20;W143;13
S19;W143;12,7
S18;W143;12,4
S17;W143;12,2
S16;W143;11,9
S15;W143;11,6
S14;W143;11,4
S13;W143;11,1
S12;W143;10,9
S11;W143;10,7
S10;W143;10,5
S09;W143;10,3
S08;W143;10,1
S07;W143;9,9
S06;W143;9,8
S05;W143;9,6
S04;W143;9,5
S03;W143;9,4
S02;W143;9,3
S01;W143;9,2
N00;W143;9,1
N01;W143;9
N02;W143;9
N03;W143;9
N04;W143;9
N05;W143;9
N06;W143;9
N07;W143;9,1
N08;W143;9,1
N09;W143;9,2
N10;W143;9,3
N11;W143;9,4
N12;W143;9,5
N13;W143;9,7
N14;W143;9,8
N15;W143;10
N16;W143;10,2
N17;W143;10,4
N18;W143;10,6
N19;W143;10,8
N20;W143;11
N21;W143;11,3
N22;W143;11,6
N23;W143;11,8
N24;W143;12,1
N25;W143;12,4
N26;W143;12,7
N27;W143;13
N28;W143;13,3
N29;W143;13,6
N30;W143;13,9
N31;W143;14,2
N32;W143;14,6
N33;W143;14,9
N34;W143;15,2
N35;W143;15,6
N36;W143;15,9
N37;W143;16,3
N38;W143;16,6
N39;W143;17
N40;W143;17,4
N41;W143;17,7
N42;W143;18,1
N43;W143;18,5
N44;W143;18,9
N45;W143;19,3
N46;W143;19,7
N47;W143;20,1
N48;W143;20,5
N49;W143;21
N50;W143;21,4
N51;W143;21,9
N52;W143;22,4
N53;W143;22,9
N54;W143;23,4
N55;W143;23,9
N56;W143;24,4
N57;W143;25
N58;W143;25,6
N59;W143;26,2
N60;W143;26,8
N61;W143;27,4
N62;W143;28
N63;W143;28,7
N64;W143;29,4
N65;W143;30,1
N66;W143;30,8
N67;W143;31,5
N68;W143;32,3
N69;W143;33,1
N70;W143;34
N71;W143;34,8
N72;W143;35,8
N73;W143;36,7
N74;W143;37,8
N75;W143;39
N76;W143;40,3
N77;W143;41,7
N78;W143;43,5
N79;W143;45,6
N80;W143;48,3
N81;W143;51,8
N82;W143;56,8
N83;W143;64,2
N84;W143;76,2
N85;W143;96
N86;W143;124,1
N87;W143;150,6
N88;W143;167,9
N89;W143;178,2
N90;W143;175,5
S90;W142;114,5
S89;W142;112,6
S88;W142;110,6
S87;W142;108,5
S86;W142;106,2
S85;W142;103,9
S84;W142;101,4
S83;W142;98,8
S82;W142;96,1
S81;W142;93,3
S80;W142;90,4
S79;W142;87,5
S78;W142;84,6
S77;W142;81,6
S76;W142;78,6
S75;W142;75,6
S74;W142;72,6
S73;W142;69,8
S72;W142;66,9
S71;W142;64,2
S70;W142;61,5
S69;W142;58,9
S68;W142;56,5
S67;W142;54,1
S66;W142;51,9
S65;W142;49,7
S64;W142;47,7
S63;W142;45,8
S62;W142;43,9
S61;W142;42,2
S60;W142;40,6
S59;W142;39
S58;W142;37,5
S57;W142;36,2
S56;W142;34,9
S55;W142;33,6
S54;W142;32,5
S53;W142;31,4
S52;W142;30,3
S51;W142;29,3
S50;W142;28,4
S49;W142;27,5
S48;W142;26,7
S47;W142;25,9
S46;W142;25,1
S45;W142;24,4
S44;W142;23,7
S43;W142;23
S42;W142;22,4
S41;W142;21,8
S40;W142;21,2
S39;W142;20,7
S38;W142;20,1
S37;W142;19,6
S36;W142;19,1
S35;W142;18,7
S34;W142;18,2
S33;W142;17,8
S32;W142;17,3
S31;W142;16,9
S30;W142;16,5
S29;W142;16,1
S28;W142;15,7
S27;W142;15,4
S26;W142;15
S25;W142;14,7
S24;W142;14,3
S23;W142;14
S22;W142;13,7
S21;W142;13,3
S20;W142;13
S19;W142;12,7
S18;W142;12,4
S17;W142;12,2
S16;W142;11,9
S15;W142;11,6
S14;W142;11,4
S13;W142;11,1
S12;W142;10,9
S11;W142;10,7
S10;W142;10,5
S09;W142;10,3
S08;W142;10,1
S07;W142;9,9
S06;W142;9,7
S05;W142;9,6
S04;W142;9,5
S03;W142;9,4
S02;W142;9,3
S01;W142;9,2
N00;W142;9,1
N01;W142;9
N02;W142;9
N03;W142;9
N04;W142;9
N05;W142;9
N06;W142;9
N07;W142;9,1
N08;W142;9,1
N09;W142;9,2
N10;W142;9,3
N11;W142;9,4
N12;W142;9,5
N13;W142;9,7
N14;W142;9,8
N15;W142;10
N16;W142;10,2
N17;W142;10,4
N18;W142;10,6
N19;W142;10,8
N20;W142;11,1
N21;W142;11,3
N22;W142;11,6
N23;W142;11,9
N24;W142;12,1
N25;W142;12,4
N26;W142;12,7
N27;W142;13
N28;W142;13,3
N29;W142;13,6
N30;W142;14
N31;W142;14,3
N32;W142;14,6
N33;W142;15
N34;W142;15,3
N35;W142;15,6
N36;W142;16
N37;W142;16,3
N38;W142;16,7
N39;W142;17,1
N40;W142;17,4
N41;W142;17,8
N42;W142;18,2
N43;W142;18,6
N44;W142;19
N45;W142;19,4
N46;W142;19,8
N47;W142;20,2
N48;W142;20,7
N49;W142;21,1
N50;W142;21,6
N51;W142;22,1
N52;W142;22,6
N53;W142;23,1
N54;W142;23,6
N55;W142;24,1
N56;W142;24,7
N57;W142;25,3
N58;W142;25,9
N59;W142;26,5
N60;W142;27,1
N61;W142;27,7
N62;W142;28,4
N63;W142;29,1
N64;W142;29,8
N65;W142;30,5
N66;W142;31,3
N67;W142;32
N68;W142;32,8
N69;W142;33,7
N70;W142;34,5
N71;W142;35,5
N72;W142;36,4
N73;W142;37,4
N74;W142;38,5
N75;W142;39,7
N76;W142;41,1
N77;W142;42,6
N78;W142;44,4
N79;W142;46,6
N80;W142;49,3
N81;W142;52,9
N82;W142;58
N83;W142;65,7
N84;W142;78,1
N85;W142;98,4
N86;W142;126,6
N87;W142;152,5
N88;W142;169,3
N89;W142;179,3
N90;W142;174,5
S90;W141;113,5
S89;W141;111,6
S88;W141;109,6
S87;W141;107,5
S86;W141;105,2
S85;W141;102,9
S84;W141;100,4
S83;W141;97,8
S82;W141;95,1
S81;W141;92,3
S80;W141;89,5
S79;W141;86,6
S78;W141;83,7
S77;W141;80,8
S76;W141;77,8
S75;W141;74,9
S74;W141;72
S73;W141;69,1
S72;W141;66,4
S71;W141;63,7
S70;W141;61,1
S69;W141;58,5
S68;W141;56,1
S67;W141;53,8
S66;W141;51,6
S65;W141;49,5
S64;W141;47,5
S63;W141;45,6
S62;W141;43,8
S61;W141;42,1
S60;W141;40,5
S59;W141;39
S58;W141;37,5
S57;W141;36,2
S56;W141;34,9
S55;W141;33,6
S54;W141;32,5
S53;W141;31,4
S52;W141;30,3
S51;W141;29,3
S50;W141;28,4
S49;W141;27,5
S48;W141;26,7
S47;W141;25,9
S46;W141;25,1
S45;W141;24,4
S44;W141;23,7
S43;W141;23
S42;W141;22,4
S41;W141;21,8
S40;W141;21,2
S39;W141;20,7
S38;W141;20,1
S37;W141;19,6
S36;W141;19,1
S35;W141;18,7
S34;W141;18,2
S33;W141;17,8
S32;W141;17,3
S31;W141;16,9
S30;W141;16,5
S29;W141;16,1
S28;W141;15,7
S27;W141;15,4
S26;W141;15
S25;W141;14,6
S24;W141;14,3
S23;W141;14
S22;W141;13,6
S21;W141;13,3
S20;W141;13
S19;W141;12,7
S18;W141;12,4
S17;W141;12,1
S16;W141;11,9
S15;W141;11,6
S14;W141;11,4
S13;W141;11,1
S12;W141;10,9
S11;W141;10,7
S10;W141;10,5
S09;W141;10,3
S08;W141;10,1
S07;W141;9,9
S06;W141;9,7
S05;W141;9,6
S04;W141;9,5
S03;W141;9,4
S02;W141;9,2
S01;W141;9,2
N00;W141;9,1
N01;W141;9
N02;W141;9
N03;W141;9
N04;W141;9
N05;W141;9
N06;W141;9
N07;W141;9,1
N08;W141;9,1
N09;W141;9,2
N10;W141;9,3
N11;W141;9,4
N12;W141;9,5
N13;W141;9,7
N14;W141;9,8
N15;W141;10
N16;W141;10,2
N17;W141;10,4
N18;W141;10,6
N19;W141;10,8
N20;W141;11,1
N21;W141;11,3
N22;W141;11,6
N23;W141;11,9
N24;W141;12,2
N25;W141;12,4
N26;W141;12,7
N27;W141;13
N28;W141;13,4
N29;W141;13,7
N30;W141;14
N31;W141;14,3
N32;W141;14,7
N33;W141;15
N34;W141;15,3
N35;W141;15,7
N36;W141;16
N37;W141;16,4
N38;W141;16,8
N39;W141;17,1
N40;W141;17,5
N41;W141;17,9
N42;W141;18,3
N43;W141;18,7
N44;W141;19,1
N45;W141;19,5
N46;W141;19,9
N47;W141;20,4
N48;W141;20,8
N49;W141;21,3
N50;W141;21,8
N51;W141;22,2
N52;W141;22,7
N53;W141;23,3
N54;W141;23,8
N55;W141;24,4
N56;W141;24,9
N57;W141;25,5
N58;W141;26,1
N59;W141;26,7
N60;W141;27,4
N61;W141;28,1
N62;W141;28,7
N63;W141;29,5
N64;W141;30,2
N65;W141;30,9
N66;W141;31,7
N67;W141;32,5
N68;W141;33,4
N69;W141;34,2
N70;W141;35,1
N71;W141;36,1
N72;W141;37
N73;W141;38,1
N74;W141;39,2
N75;W141;40,5
N76;W141;41,9
N77;W141;43,4
N78;W141;45,3
N79;W141;47,5
N80;W141;50,3
N81;W141;54,1
N82;W141;59,3
N83;W141;67,3
N84;W141;80
N85;W141;100,9
N86;W141;129,2
N87;W141;154,4
N88;W141;170,7
N89;W141;179,6
N90;W141;173,5
S90;W140;112,5
S89;W140;110,6
S88;W140;108,6
S87;W140;106,5
S86;W140;104,2
S85;W140;101,8
S84;W140;99,4
S83;W140;96,8
S82;W140;94,1
S81;W140;91,4
S80;W140;88,6
S79;W140;85,7
S78;W140;82,8
S77;W140;79,9
S76;W140;77
S75;W140;74,2
S74;W140;71,3
S73;W140;68,5
S72;W140;65,8
S71;W140;63,2
S70;W140;60,6
S69;W140;58,2
S68;W140;55,8
S67;W140;53,5
S66;W140;51,4
S65;W140;49,3
S64;W140;47,3
S63;W140;45,5
S62;W140;43,7
S61;W140;42
S60;W140;40,4
S59;W140;38,9
S58;W140;37,5
S57;W140;36,1
S56;W140;34,9
S55;W140;33,6
S54;W140;32,5
S53;W140;31,4
S52;W140;30,4
S51;W140;29,4
S50;W140;28,4
S49;W140;27,5
S48;W140;26,7
S47;W140;25,9
S46;W140;25,1
S45;W140;24,4
S44;W140;23,7
S43;W140;23
S42;W140;22,4
S41;W140;21,8
S40;W140;21,2
S39;W140;20,7
S38;W140;20,1
S37;W140;19,6
S36;W140;19,1
S35;W140;18,7
S34;W140;18,2
S33;W140;17,7
S32;W140;17,3
S31;W140;16,9
S30;W140;16,5
S29;W140;16,1
S28;W140;15,7
S27;W140;15,3
S26;W140;15
S25;W140;14,6
S24;W140;14,3
S23;W140;14
S22;W140;13,6
S21;W140;13,3
S20;W140;13
S19;W140;12,7
S18;W140;12,4
S17;W140;12,1
S16;W140;11,9
S15;W140;11,6
S14;W140;11,3
S13;W140;11,1
S12;W140;10,9
S11;W140;10,6
S10;W140;10,4
S09;W140;10,2
S08;W140;10,1
S07;W140;9,9
S06;W140;9,7
S05;W140;9,6
S04;W140;9,5
S03;W140;9,3
S02;W140;9,2
S01;W140;9,2
N00;W140;9,1
N01;W140;9
N02;W140;9
N03;W140;9
N04;W140;9
N05;W140;9
N06;W140;9
N07;W140;9,1
N08;W140;9,1
N09;W140;9,2
N10;W140;9,3
N11;W140;9,4
N12;W140;9,5
N13;W140;9,7
N14;W140;9,9
N15;W140;10
N16;W140;10,2
N17;W140;10,4
N18;W140;10,6
N19;W140;10,9
N20;W140;11,1
N21;W140;11,4
N22;W140;11,6
N23;W140;11,9
N24;W140;12,2
N25;W140;12,5
N26;W140;12,8
N27;W140;13,1
N28;W140;13,4
N29;W140;13,7
N30;W140;14
N31;W140;14,4
N32;W140;14,7
N33;W140;15
N34;W140;15,4
N35;W140;15,7
N36;W140;16,1
N37;W140;16,5
N38;W140;16,8
N39;W140;17,2
N40;W140;17,6
N41;W140;18
N42;W140;18,4
N43;W140;18,8
N44;W140;19,2
N45;W140;19,6
N46;W140;20
N47;W140;20,5
N48;W140;20,9
N49;W140;21,4
N50;W140;21,9
N51;W140;22,4
N52;W140;22,9
N53;W140;23,4
N54;W140;24
N55;W140;24,6
N56;W140;25,1
N57;W140;25,7
N58;W140;26,4
N59;W140;27
N60;W140;27,7
N61;W140;28,4
N62;W140;29,1
N63;W140;29,8
N64;W140;30,6
N65;W140;31,3
N66;W140;32,2
N67;W140;33
N68;W140;33,8
N69;W140;34,7
N70;W140;35,7
N71;W140;36,6
N72;W140;37,7
N73;W140;38,8
N74;W140;39,9
N75;W140;41,2
N76;W140;42,7
N77;W140;44,3
N78;W140;46,2
N79;W140;48,5
N80;W140;51,4
N81;W140;55,2
N82;W140;60,7
N83;W140;68,9
N84;W140;82,1
N85;W140;103,5
N86;W140;131,8
N87;W140;156,4
N88;W140;172,1
N89;W140;178,4
N90;W140;172,5
S90;W139;111,5
S89;W139;109,6
S88;W139;107,6
S87;W139;105,4
S86;W139;103,2
S85;W139;100,8
S84;W139;98,4
S83;W139;95,8
S82;W139;93,2
S81;W139;90,4
S80;W139;87,7
S79;W139;84,8
S78;W139;82
S77;W139;79,1
S76;W139;76,3
S75;W139;73,5
S74;W139;70,7
S73;W139;68
S72;W139;65,3
S71;W139;62,7
S70;W139;60,2
S69;W139;57,8
S68;W139;55,5
S67;W139;53,2
S66;W139;51,1
S65;W139;49,1
S64;W139;47,2
S63;W139;45,3
S62;W139;43,6
S61;W139;41,9
S60;W139;40,4
S59;W139;38,9
S58;W139;37,5
S57;W139;36,1
S56;W139;34,8
S55;W139;33,6
S54;W139;32,5
S53;W139;31,4
S52;W139;30,4
S51;W139;29,4
S50;W139;28,5
S49;W139;27,6
S48;W139;26,7
S47;W139;25,9
S46;W139;25,2
S45;W139;24,4
S44;W139;23,7
S43;W139;23,1
S42;W139;22,4
S41;W139;21,8
S40;W139;21,2
S39;W139;20,7
S38;W139;20,1
S37;W139;19,6
S36;W139;19,1
S35;W139;18,6
S34;W139;18,2
S33;W139;17,7
S32;W139;17,3
S31;W139;16,9
S30;W139;16,5
S29;W139;16,1
S28;W139;15,7
S27;W139;15,3
S26;W139;15
S25;W139;14,6
S24;W139;14,3
S23;W139;13,9
S22;W139;13,6
S21;W139;13,3
S20;W139;13
S19;W139;12,7
S18;W139;12,4
S17;W139;12,1
S16;W139;11,8
S15;W139;11,6
S14;W139;11,3
S13;W139;11,1
S12;W139;10,9
S11;W139;10,6
S10;W139;10,4
S09;W139;10,2
S08;W139;10
S07;W139;9,9
S06;W139;9,7
S05;W139;9,6
S04;W139;9,4
S03;W139;9,3
S02;W139;9,2
S01;W139;9,1
N00;W139;9,1
N01;W139;9
N02;W139;9
N03;W139;9
N04;W139;9
N05;W139;9
N06;W139;9
N07;W139;9,1
N08;W139;9,1
N09;W139;9,2
N10;W139;9,3
N11;W139;9,4
N12;W139;9,6
N13;W139;9,7
N14;W139;9,9
N15;W139;10
N16;W139;10,2
N17;W139;10,4
N18;W139;10,6
N19;W139;10,9
N20;W139;11,1
N21;W139;11,4
N22;W139;11,6
N23;W139;11,9
N24;W139;12,2
N25;W139;12,5
N26;W139;12,8
N27;W139;13,1
N28;W139;13,4
N29;W139;13,7
N30;W139;14,1
N31;W139;14,4
N32;W139;14,7
N33;W139;15,1
N34;W139;15,4
N35;W139;15,8
N36;W139;16,1
N37;W139;16,5
N38;W139;16,9
N39;W139;17,3
N40;W139;17,6
N41;W139;18
N42;W139;18,4
N43;W139;18,8
N44;W139;19,3
N45;W139;19,7
N46;W139;20,1
N47;W139;20,6
N48;W139;21
N49;W139;21,5
N50;W139;22
N51;W139;22,5
N52;W139;23
N53;W139;23,6
N54;W139;24,2
N55;W139;24,7
N56;W139;25,3
N57;W139;26
N58;W139;26,6
N59;W139;27,3
N60;W139;27,9
N61;W139;28,7
N62;W139;29,4
N63;W139;30,1
N64;W139;30,9
N65;W139;31,7
N66;W139;32,6
N67;W139;33,4
N68;W139;34,3
N69;W139;35,3
N70;W139;36,2
N71;W139;37,2
N72;W139;38,3
N73;W139;39,4
N74;W139;40,6
N75;W139;42
N76;W139;43,4
N77;W139;45,1
N78;W139;47,1
N79;W139;49,4
N80;W139;52,4
N81;W139;56,4
N82;W139;62,1
N83;W139;70,5
N84;W139;84,2
N85;W139;106,1
N86;W139;134,4
N87;W139;158,3
N88;W139;173,5
N89;W139;177,3
N90;W139;171,5
S90;W138;110,5
S89;W138;108,6
S88;W138;106,6
S87;W138;104,4
S86;W138;102,2
S85;W138;99,8
S84;W138;97,4
S83;W138;94,8
S82;W138;92,2
S81;W138;89,5
S80;W138;86,7
S79;W138;84
S78;W138;81,2
S77;W138;78,3
S76;W138;75,5
S75;W138;72,8
S74;W138;70
S73;W138;67,4
S72;W138;64,8
S71;W138;62,2
S70;W138;59,8
S69;W138;57,4
S68;W138;55,1
S67;W138;53
S66;W138;50,9
S65;W138;48,9
S64;W138;47
S63;W138;45,2
S62;W138;43,5
S61;W138;41,9
S60;W138;40,3
S59;W138;38,8
S58;W138;37,4
S57;W138;36,1
S56;W138;34,8
S55;W138;33,7
S54;W138;32,5
S53;W138;31,4
S52;W138;30,4
S51;W138;29,4
S50;W138;28,5
S49;W138;27,6
S48;W138;26,8
S47;W138;26
S46;W138;25,2
S45;W138;24,5
S44;W138;23,8
S43;W138;23,1
S42;W138;22,4
S41;W138;21,8
S40;W138;21,3
S39;W138;20,7
S38;W138;20,1
S37;W138;19,6
S36;W138;19,1
S35;W138;18,6
S34;W138;18,2
S33;W138;17,7
S32;W138;17,3
S31;W138;16,9
S30;W138;16,5
S29;W138;16,1
S28;W138;15,7
S27;W138;15,3
S26;W138;14,9
S25;W138;14,6
S24;W138;14,3
S23;W138;13,9
S22;W138;13,6
S21;W138;13,3
S20;W138;13
S19;W138;12,7
S18;W138;12,4
S17;W138;12,1
S16;W138;11,8
S15;W138;11,6
S14;W138;11,3
S13;W138;11,1
S12;W138;10,8
S11;W138;10,6
S10;W138;10,4
S09;W138;10,2
S08;W138;10
S07;W138;9,9
S06;W138;9,7
S05;W138;9,6
S04;W138;9,4
S03;W138;9,3
S02;W138;9,2
S01;W138;9,1
N00;W138;9,1
N01;W138;9
N02;W138;9
N03;W138;9
N04;W138;9
N05;W138;9
N06;W138;9
N07;W138;9,1
N08;W138;9,1
N09;W138;9,2
N10;W138;9,3
N11;W138;9,4
N12;W138;9,6
N13;W138;9,7
N14;W138;9,9
N15;W138;10
N16;W138;10,2
N17;W138;10,4
N18;W138;10,6
N19;W138;10,9
N20;W138;11,1
N21;W138;11,4
N22;W138;11,6
N23;W138;11,9
N24;W138;12,2
N25;W138;12,5
N26;W138;12,8
N27;W138;13,1
N28;W138;13,4
N29;W138;13,7
N30;W138;14,1
N31;W138;14,4
N32;W138;14,7
N33;W138;15,1
N34;W138;15,4
N35;W138;15,8
N36;W138;16,2
N37;W138;16,5
N38;W138;16,9
N39;W138;17,3
N40;W138;17,7
N41;W138;18,1
N42;W138;18,5
N43;W138;18,9
N44;W138;19,3
N45;W138;19,8
N46;W138;20,2
N47;W138;20,7
N48;W138;21,1
N49;W138;21,6
N50;W138;22,1
N51;W138;22,6
N52;W138;23,2
N53;W138;23,7
N54;W138;24,3
N55;W138;24,9
N56;W138;25,5
N57;W138;26,2
N58;W138;26,8
N59;W138;27,5
N60;W138;28,2
N61;W138;28,9
N62;W138;29,7
N63;W138;30,5
N64;W138;31,3
N65;W138;32,1
N66;W138;33
N67;W138;33,9
N68;W138;34,8
N69;W138;35,7
N70;W138;36,7
N71;W138;37,8
N72;W138;38,9
N73;W138;40,1
N74;W138;41,3
N75;W138;42,7
N76;W138;44,2
N77;W138;45,9
N78;W138;48
N79;W138;50,4
N80;W138;53,5
N81;W138;57,6
N82;W138;63,5
N83;W138;72,3
N84;W138;86,4
N85;W138;108,9
N86;W138;137
N87;W138;160,3
N88;W138;175
N89;W138;176,1
N90;W138;170,5
S90;W137;109,5
S89;W137;107,6
S88;W137;105,6
S87;W137;103,4
S86;W137;101,2
S85;W137;98,8
S84;W137;96,4
S83;W137;93,8
S82;W137;91,2
S81;W137;88,6
S80;W137;85,8
S79;W137;83,1
S78;W137;80,3
S77;W137;77,5
S76;W137;74,8
S75;W137;72,1
S74;W137;69,4
S73;W137;66,8
S72;W137;64,2
S71;W137;61,7
S70;W137;59,3
S69;W137;57
S68;W137;54,8
S67;W137;52,7
S66;W137;50,6
S65;W137;48,7
S64;W137;46,8
S63;W137;45,1
S62;W137;43,4
S61;W137;41,8
S60;W137;40,2
S59;W137;38,8
S58;W137;37,4
S57;W137;36,1
S56;W137;34,8
S55;W137;33,7
S54;W137;32,5
S53;W137;31,5
S52;W137;30,4
S51;W137;29,5
S50;W137;28,5
S49;W137;27,6
S48;W137;26,8
S47;W137;26
S46;W137;25,2
S45;W137;24,5
S44;W137;23,8
S43;W137;23,1
S42;W137;22,5
S41;W137;21,9
S40;W137;21,3
S39;W137;20,7
S38;W137;20,2
S37;W137;19,6
S36;W137;19,1
S35;W137;18,6
S34;W137;18,2
S33;W137;17,7
S32;W137;17,3
S31;W137;16,9
S30;W137;16,5
S29;W137;16,1
S28;W137;15,7
S27;W137;15,3
S26;W137;14,9
S25;W137;14,6
S24;W137;14,2
S23;W137;13,9
S22;W137;13,6
S21;W137;13,2
S20;W137;12,9
S19;W137;12,6
S18;W137;12,4
S17;W137;12,1
S16;W137;11,8
S15;W137;11,5
S14;W137;11,3
S13;W137;11
S12;W137;10,8
S11;W137;10,6
S10;W137;10,4
S09;W137;10,2
S08;W137;10
S07;W137;9,8
S06;W137;9,7
S05;W137;9,5
S04;W137;9,4
S03;W137;9,3
S02;W137;9,2
S01;W137;9,1
N00;W137;9,1
N01;W137;9
N02;W137;9
N03;W137;9
N04;W137;9
N05;W137;9
N06;W137;9
N07;W137;9,1
N08;W137;9,1
N09;W137;9,2
N10;W137;9,3
N11;W137;9,4
N12;W137;9,6
N13;W137;9,7
N14;W137;9,9
N15;W137;10
N16;W137;10,2
N17;W137;10,4
N18;W137;10,7
N19;W137;10,9
N20;W137;11,1
N21;W137;11,4
N22;W137;11,6
N23;W137;11,9
N24;W137;12,2
N25;W137;12,5
N26;W137;12,8
N27;W137;13,1
N28;W137;13,4
N29;W137;13,8
N30;W137;14,1
N31;W137;14,4
N32;W137;14,8
N33;W137;15,1
N34;W137;15,5
N35;W137;15,8
N36;W137;16,2
N37;W137;16,6
N38;W137;16,9
N39;W137;17,3
N40;W137;17,7
N41;W137;18,1
N42;W137;18,5
N43;W137;18,9
N44;W137;19,4
N45;W137;19,8
N46;W137;20,3
N47;W137;20,7
N48;W137;21,2
N49;W137;21,7
N50;W137;22,2
N51;W137;22,7
N52;W137;23,3
N53;W137;23,8
N54;W137;24,4
N55;W137;25
N56;W137;25,7
N57;W137;26,3
N58;W137;27
N59;W137;27,7
N60;W137;28,4
N61;W137;29,2
N62;W137;30
N63;W137;30,8
N64;W137;31,6
N65;W137;32,5
N66;W137;33,3
N67;W137;34,3
N68;W137;35,2
N69;W137;36,2
N70;W137;37,3
N71;W137;38,3
N72;W137;39,5
N73;W137;40,7
N74;W137;42
N75;W137;43,4
N76;W137;45
N77;W137;46,8
N78;W137;48,9
N79;W137;51,4
N80;W137;54,6
N81;W137;58,9
N82;W137;64,9
N83;W137;74,1
N84;W137;88,8
N85;W137;111,8
N86;W137;139,7
N87;W137;162,2
N88;W137;176,4
N89;W137;175
N90;W137;169,5
S90;W136;108,5
S89;W136;106,6
S88;W136;104,5
S87;W136;102,4
S86;W136;100,1
S85;W136;97,8
S84;W136;95,4
S83;W136;92,8
S82;W136;90,3
S81;W136;87,6
S80;W136;84,9
S79;W136;82,2
S78;W136;79,5
S77;W136;76,8
S76;W136;74,1
S75;W136;71,4
S74;W136;68,8
